,acousticness,album_popularity,artist_followers,artist_popularity,bb_appear,danceability,days_since_release,duration,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_popularity,valence,weeks
966,0.0412,60.0,367022.0,61.0,0,0.52,948,270000.0,0.8270000000000001,0,0.0235,10,0.0999,-7.225,0,0.0514,101.99,4,55.0,0.41100000000000003,0.0
967,0.000898,,11139971.0,91.0,0,0.57,299,225266.0,0.7340000000000001,0,0.0,1,0.163,-4.697,1,0.29600000000000004,82.064,4,42.0,0.407,0.0
968,0.0106,1.0,430.0,23.0,0,0.56,325,269538.0,0.705,0,0.0924,11,0.33399999999999996,-7.94,0,0.142,129.935,4,0.0,0.17,0.0
969,0.000171,54.0,431693.0,64.0,1,0.483,1162,321120.0,0.785,0,0.536,5,0.0668,-6.769,0,0.0327,119.805,4,41.0,0.452,1.0
970,0.0138,59.0,824555.0,68.0,0,0.6809999999999999,1354,221946.0,0.8220000000000001,0,0.000339,9,0.08,-5.682,0,0.0483,105.0,4,37.0,0.878,0.0
971,0.125,,1528839.0,79.0,0,0.586,1260,181028.0,0.7829999999999999,1,0.0,7,0.318,-5.872000000000001,0,0.0379,87.469,4,53.0,0.461,0.0
972,0.00795,,240805.0,64.0,0,0.616,60,288035.0,0.451,1,9.32e-06,0,0.135,-12.248,1,0.086,143.993,4,47.0,0.221,0.0
973,0.00351,59.0,1400157.0,74.0,1,0.42200000000000004,969,205426.0,0.953,0,1.03e-06,3,0.575,-5.9270000000000005,1,0.12300000000000001,152.009,4,50.0,0.2,2.0
974,0.0407,76.0,14136531.0,94.0,1,0.65,1123,201813.0,0.5479999999999999,0,0.0404,8,0.293,-8.767000000000001,1,0.0357,103.95,4,55.0,0.29,1.0
975,0.00798,69.0,318407.0,67.0,0,0.512,52,351466.0,0.8740000000000001,0,0.000106,10,0.24600000000000002,-6.182,0,0.0558,126.029,4,53.0,0.129,0.0
976,0.000834,58.0,546937.0,66.0,0,0.526,577,219720.0,0.912,0,2.65e-06,11,0.179,-5.489,0,0.0996,124.994,4,36.0,0.153,0.0
977,0.41700000000000004,84.0,410666.0,0.0,0,0.69,290,219626.0,0.466,0,0.0011,6,0.114,-4.812,1,0.102,81.935,4,59.0,0.28,0.0
978,0.912,69.0,3655984.0,80.0,0,0.479,932,306581.0,0.40700000000000003,0,0.401,1,0.11,-12.427999999999999,0,0.0346,91.91,4,57.0,0.33799999999999997,0.0
979,0.133,73.0,1300465.0,74.0,1,0.48200000000000004,1074,252786.0,0.55,0,0.0,4,0.294,-7.097,0,0.0357,67.559,4,61.0,0.1,1.0
980,0.000123,76.0,2054532.0,77.0,0,0.409,1172,275013.0,0.8590000000000001,0,0.0,10,0.369,-4.098,0,0.0367,154.023,4,61.0,0.473,0.0
981,0.0621,35.0,14357.0,39.0,0,0.40399999999999997,712,213026.0,0.8029999999999999,0,0.0,3,0.151,-3.97,1,0.0641,175.972,4,23.0,0.4320000000000001,0.0
982,0.0076700000000000015,93.0,14136511.0,94.0,0,0.32799999999999996,521,262600.0,0.674,0,0.0398,7,0.29,-7.487999999999999,1,0.105,177.007,3,69.0,0.129,0.0
983,2.08e-05,71.0,2679695.0,80.0,1,0.485,1179,224906.0,0.987,1,0.0,4,0.267,-3.1,1,0.0738,123.57600000000001,4,63.0,0.272,20.0
984,0.897,76.0,410673.0,0.0,0,0.19899999999999998,843,190136.0,0.25,0,0.716,7,0.182,-14.520999999999999,1,0.0395,108.855,4,50.0,0.0331,0.0
985,0.319,59.0,724042.0,66.0,0,0.7140000000000001,507,253293.0,0.826,0,0.0,5,0.0893,-5.5420000000000025,1,0.0784,100.03399999999999,4,44.0,0.648,0.0
986,0.9159999999999999,60.0,367022.0,61.0,0,0.161,948,208218.0,0.254,0,0.607,9,0.11,-13.892999999999999,0,0.0335,171.917,4,45.0,0.168,0.0
987,0.007909999999999999,,5626.0,38.0,0,0.45,1205,220933.0,0.449,1,0.0,2,0.173,-12.037,1,0.156,135.45,4,50.0,0.139,0.0
988,0.86,76.0,14136534.0,94.0,0,0.379,1123,148200.0,0.396,0,1.21e-05,2,0.11800000000000001,-11.247,0,0.0292,138.36,5,57.0,0.40700000000000003,0.0
989,7.730000000000001e-05,63.0,1363168.0,71.0,0,0.52,563,216866.0,0.9079999999999999,0,0.00772,0,0.131,-4.558,1,0.0329,100.027,4,40.0,0.376,0.0
990,0.6409999999999999,69.0,754067.0,68.0,0,0.489,1186,254426.0,0.35700000000000004,0,0.33299999999999996,6,0.0838,-9.745,1,0.0259,92.009,4,55.0,0.0388,0.0
991,0.00205,84.0,5366986.0,88.0,1,0.57,1046,178600.0,0.865,0,0.0,8,0.40399999999999997,-4.518,1,0.0472,110.01,4,71.0,0.691,29.0
992,0.17600000000000002,,1484485.0,74.0,0,0.188,46,287160.0,0.926,0,0.0345,11,0.682,-10.515,0,0.0759,170.81400000000005,4,27.0,0.528,0.0
993,0.8420000000000001,65.0,305959.0,64.0,0,0.4920000000000001,577,279680.0,0.605,0,0.00253,6,0.0692,-7.5820000000000025,0,0.321,81.01899999999998,4,46.0,0.488,0.0
994,0.0896,68.0,1489629.0,82.0,0,0.7120000000000001,1406,184506.0,0.8240000000000001,0,0.0,0,0.10099999999999999,-4.577,1,0.0348,115.979,4,35.0,0.511,0.0
995,0.0237,,430274.0,76.0,0,0.843,35,215266.0,0.6579999999999999,1,0.0,1,0.601,-3.5,1,0.159,126.065,4,37.0,0.3,0.0
996,0.0278,78.0,77894.0,69.0,0,0.617,115,208946.0,0.732,0,0.0,11,0.125,-6.737,0,0.0278,84.977,4,64.0,0.723,0.0
997,0.00995,54.0,1473003.0,70.0,0,0.5429999999999999,962,289120.0,0.615,0,0.14300000000000002,1,0.091,-7.0710000000000015,0,0.0386,149.906,4,41.0,0.311,0.0
998,0.64,36.0,9817.0,36.0,0,0.258,915,169720.0,0.433,0,1.09e-05,1,0.12300000000000001,-5.9110000000000005,1,0.0306,122.501,4,15.0,0.11900000000000001,0.0
999,2.2800000000000002e-05,56.0,281031.0,57.0,0,0.507,906,213086.0,0.99,0,0.0,0,0.34700000000000003,-3.517,0,0.121,135.053,4,44.0,0.28,0.0
1000,0.000276,71.0,556528.0,68.0,0,0.5589999999999999,913,311200.0,0.62,0,0.11900000000000001,4,0.0883,-6.478,1,0.0396,136.847,4,53.0,0.23199999999999998,0.0
1001,0.105,38.0,1830.0,29.0,0,0.245,187,219669.0,0.684,0,0.0009289999999999999,7,0.162,-6.808,1,0.0383,170.09599999999998,3,27.0,0.36,0.0
1002,0.000733,,12238.0,45.0,0,0.479,1190,293538.0,0.872,0,0.0,6,0.11,-3.719,0,0.0515,129.886,4,49.0,0.208,0.0
1003,0.895,72.0,2626228.0,80.0,1,0.379,81,259253.0,0.373,1,0.0718,3,0.115,-12.175999999999998,0,0.0309,176.002,1,66.0,0.35200000000000004,1.0
1004,0.0133,90.0,5366984.0,88.0,1,0.52,157,166733.0,0.878,0,0.0,6,0.0433,-1.768,0,0.0616,168.033,4,69.0,0.7829999999999999,4.0
1005,0.28300000000000003,59.0,331606.0,63.0,0,0.7609999999999999,619,234213.0,0.8009999999999999,0,0.00164,11,0.028999999999999998,-3.492,0,0.0771,102.999,4,45.0,0.882,0.0
1006,0.00995,80.0,10725709.0,86.0,0,0.608,556,203653.0,0.584,0,0.0,1,0.203,-6.652,1,0.0352,94.956,4,63.0,0.251,0.0
1007,0.716,60.0,775956.0,65.0,0,0.516,1165,221266.0,0.294,0,0.0,6,0.099,-10.677999999999999,1,0.027999999999999997,132.804,4,41.0,0.579,0.0
1008,0.0011099999999999999,51.0,245769.0,62.0,0,0.583,1252,297293.0,0.59,1,0.325,2,0.0506,-6.981,1,0.0486,156.012,4,36.0,0.318,0.0
1009,0.784,57.0,41544.0,51.0,0,0.511,794,196746.0,0.29100000000000004,0,0.149,3,0.114,-10.854000000000001,1,0.0286,87.969,4,49.0,0.40299999999999997,0.0
1010,0.0405,59.0,410673.0,0.0,0,0.731,640,225400.0,0.602,0,4.05e-06,8,0.16,-8.898,0,0.0909,119.986,4,34.0,0.311,0.0
1011,0.738,79.0,410666.0,0.0,0,0.301,654,128560.0,0.18899999999999997,0,0.863,0,0.414,-11.964,1,0.0373,119.56,4,43.0,0.0742,0.0
1012,0.677,70.0,2213477.0,80.0,0,0.8170000000000001,444,172733.0,0.524,0,0.000251,4,0.0932,-8.097999999999999,1,0.0749,114.12799999999999,4,54.0,0.764,0.0
1013,0.02,,5626.0,38.0,0,0.675,830,208284.0,0.84,1,0.0,0,0.0225,-5.039,1,0.201,93.989,4,28.0,0.569,0.0
1014,4.5e-05,64.0,2675099.0,77.0,0,0.455,339,298531.0,0.938,0,0.36200000000000004,9,0.155,-6.206,1,0.062,135.08700000000002,4,44.0,0.258,0.0
1015,0.0797,51.0,360578.0,61.0,0,0.73,1406,183266.0,0.259,0,0.0007700000000000001,7,0.22699999999999998,-11.011,1,0.0357,130.921,4,31.0,0.484,0.0
1016,0.9279999999999999,67.0,2365957.0,72.0,0,0.46299999999999997,1270,271560.0,0.12300000000000001,0,1.48e-06,7,0.136,-12.562000000000001,0,0.0408,136.619,4,50.0,0.259,0.0
1017,0.0122,66.0,250495.0,63.0,1,0.474,738,241533.0,0.35100000000000003,1,7.35e-06,7,0.11199999999999999,-7.532999999999999,1,0.0292,139.827,3,60.0,0.10400000000000001,20.0
1018,0.0645,78.0,77894.0,69.0,0,0.27899999999999997,115,188734.0,0.6970000000000001,0,0.0,11,0.431,-8.355,1,0.0411,70.554,4,56.0,0.244,0.0
1019,0.00606,23.0,633.0,29.0,1,0.451,422,271504.0,0.7,1,0.0,0,0.387,-8.677999999999999,1,0.0397,163.714,4,28.0,0.44799999999999995,2.0
1020,0.7509999999999999,65.0,724365.0,75.0,0,0.581,500,256573.0,0.389,0,0.0824,0,0.11800000000000001,-10.164,1,0.0331,149.847,3,45.0,0.163,0.0
1021,0.68,,407216.0,0.0,0,0.703,39,122400.0,0.802,0,0.0,2,0.206,-4.408,1,0.0286,128.847,4,47.0,0.815,0.0
1022,0.00318,69.0,4525119.0,79.0,0,0.5539999999999999,878,183266.0,0.976,0,0.0,1,0.0718,-2.5989999999999998,0,0.134,102.089,4,52.0,0.354,0.0
1023,0.29600000000000004,64.0,2993129.0,73.0,1,0.627,521,238373.0,0.721,0,6.409999999999999e-05,0,0.231,-7.782,0,0.0304,130.08,4,51.0,0.38299999999999995,4.0
1024,3.91e-05,,407216.0,0.0,0,0.457,226,37031.0,0.949,0,0.809,6,0.318,-6.902,0,0.158,128.66,4,27.0,0.429,0.0
1025,0.284,35.0,14357.0,39.0,0,0.256,712,221066.0,0.32799999999999996,0,0.0,8,0.257,-7.1129999999999995,1,0.0323,82.29,4,21.0,0.306,0.0
1026,0.465,59.0,410673.0,0.0,0,0.243,640,283666.0,0.265,0,0.0402,2,0.138,-13.415999999999999,1,0.0334,126.863,4,38.0,0.11800000000000001,0.0
1027,0.00173,69.0,16042996.0,89.0,0,0.365,501,273746.0,0.86,0,0.00112,11,0.988,-6.996,0,0.0586,102.863,4,58.0,0.14300000000000002,0.0
1028,0.557,48.0,289372.0,67.0,1,0.634,630,195081.0,0.6759999999999999,0,0.0,5,0.11,-3.6660000000000004,0,0.0631,182.041,4,52.0,0.708,1.0
1029,0.00451,54.0,431693.0,64.0,0,0.475,1162,263506.0,0.677,0,0.519,5,0.276,-8.115,1,0.0337,120.38799999999999,4,35.0,0.289,0.0
1030,0.0241,74.0,5509896.0,83.0,1,0.4920000000000001,311,216933.0,0.805,1,0.0,6,0.107,-4.372,1,0.0603,152.035,4,65.0,0.66,4.0
1031,0.0984,,6.0,60.0,0,0.401,64,254440.0,0.738,0,0.85,11,0.531,-10.662,0,0.0997,160.297,4,43.0,0.519,0.0
1032,0.0815,,1528820.0,79.0,0,0.541,382,212756.0,0.695,1,0.0,5,0.0624,-6.376,0,0.233,158.009,4,55.0,0.541,0.0
1033,0.00385,64.0,944038.0,68.0,0,0.439,598,235334.0,0.9179999999999999,0,0.0,8,0.124,-3.4339999999999997,1,0.11,139.975,4,51.0,0.261,0.0
1034,0.0303,72.0,3892328.0,81.0,1,0.5660000000000001,360,238293.0,0.769,0,1.87e-05,2,0.563,-9.664,1,0.0528,130.00799999999998,4,60.0,0.441,3.0
1035,0.00995,71.0,2531761.0,77.0,0,0.48200000000000004,1340,224760.0,0.9209999999999999,0,1.25e-05,5,0.266,-5.178,0,0.0806,161.13,4,48.0,0.431,0.0
1036,0.41700000000000004,56.0,178606.0,57.0,0,0.366,52,268026.0,0.624,0,1.1400000000000001e-05,2,0.11,-3.952,1,0.0455,203.885,3,43.0,0.353,0.0
1037,0.0197,66.0,424995.0,65.0,1,0.5489999999999999,409,280680.0,0.715,1,0.0158,6,0.267,-8.685,0,0.0432,120.03200000000001,4,52.0,0.158,1.0
1038,2e-05,66.0,2340602.0,75.0,0,0.43,1399,207559.0,0.965,0,0.0,3,0.389,-2.884,1,0.0467,142.832,4,38.0,0.47600000000000003,0.0
1039,0.24,63.0,677551.0,67.0,0,0.541,1326,212973.0,0.758,0,0.0,1,0.11800000000000001,-4.212,0,0.0333,141.905,4,44.0,0.345,0.0
1040,2.99e-05,70.0,2060450.0,75.0,1,0.462,1252,214853.0,0.89,0,0.00909,1,0.0685,-4.853,1,0.0382,155.00799999999995,4,61.0,0.38299999999999995,20.0
1041,0.0107,73.0,882292.0,71.0,0,0.847,45,238373.0,0.727,0,2.410000000000001e-05,0,0.0788,-6.169,1,0.0485,118.021,4,61.0,0.7240000000000001,0.0
1042,0.16699999999999998,90.0,5366986.0,88.0,1,0.491,157,189186.0,0.867,0,0.0,6,0.45799999999999996,-2.313,0,0.10300000000000001,167.965,4,77.0,0.602,27.0
1043,0.0029,,522879.0,65.0,0,0.812,1173,219350.0,0.883,0,0.0289,9,0.141,-3.84,1,0.156,105.023,4,35.0,0.539,0.0
1044,0.122,88.0,10576298.0,89.0,0,0.597,1291,226786.0,0.6659999999999999,0,0.00302,6,0.1,-6.365,0,0.0418,164.99200000000005,4,69.0,0.626,0.0
1045,0.73,75.0,2605012.0,81.0,1,0.698,1004,380320.0,0.311,0,0.00494,10,0.10300000000000001,-7.886,1,0.0356,129.94899999999998,3,58.0,0.337,1.0
1046,0.23800000000000002,65.0,253882.0,64.0,0,0.4920000000000001,766,203333.0,0.504,0,0.0,10,0.153,-6.322,1,0.0473,152.855,4,55.0,0.262,0.0
1047,0.0284,,40873.0,44.0,0,0.527,1187,175933.0,0.674,0,0.0,0,0.194,-4.86,1,0.0295,110.044,4,45.0,0.234,0.0
1048,0.5870000000000001,78.0,3239466.0,84.0,1,0.444,591,213080.0,0.336,0,0.00274,0,0.132,-7.778,1,0.0282,183.345,3,62.0,0.392,3.0
1049,0.20199999999999999,75.0,325545.0,71.0,0,0.653,220,251986.0,0.32799999999999996,0,0.003,10,0.10300000000000001,-8.378,0,0.0323,143.909,4,58.0,0.0871,0.0
1050,0.166,63.0,1400157.0,74.0,0,0.705,395,197453.0,0.7240000000000001,0,0.0,0,0.154,-5.6229999999999976,0,0.0237,102.00200000000001,4,46.0,0.6679999999999999,0.0
1051,0.00021899999999999998,69.0,318407.0,67.0,0,0.45899999999999996,52,326106.0,0.9790000000000001,1,1.6e-05,9,0.106,-4.042,0,0.0855,150.003,3,52.0,0.402,0.0
1052,0.244,,1484504.0,74.0,0,0.172,46,229826.0,0.848,0,0.28,4,0.949,-11.007,1,0.0454,166.995,4,31.0,0.713,0.0
1053,0.00606,65.0,1247371.0,74.0,0,0.672,1336,211960.0,0.977,1,0.0,6,0.266,-2.924,0,0.10800000000000001,128.99200000000002,4,44.0,0.501,0.0
1054,0.0111,62.0,673458.0,68.0,0,0.444,466,179786.0,0.856,0,0.00031,4,0.35700000000000004,-3.662,1,0.054000000000000006,133.988,4,43.0,0.38799999999999996,0.0
1055,0.156,77.0,448272.0,74.0,0,0.894,850,196128.0,0.33399999999999996,0,0.782,4,0.105,-7.852,0,0.0838,93.025,4,59.0,0.34600000000000003,0.0
1056,1.21e-05,61.0,242789.0,64.0,0,0.5429999999999999,913,170704.0,0.958,0,1.01e-06,10,0.316,-4.877,0,0.0388,130.941,4,45.0,0.674,0.0
1057,0.0010400000000000001,64.0,130732.0,65.0,0,0.34600000000000003,997,199213.0,0.8290000000000001,0,0.0,8,0.0539,-5.122999999999998,1,0.0373,161.954,4,47.0,0.505,0.0
1058,0.0030600000000000002,63.0,677551.0,67.0,0,0.39799999999999996,1326,216760.0,0.982,0,0.0243,2,0.44,-3.9789999999999996,1,0.17800000000000002,172.822,4,51.0,0.401,0.0
1059,0.00257,58.0,583921.0,72.0,1,0.515,1322,209557.0,0.8690000000000001,0,2.01e-06,11,0.21,-4.732,1,0.0672,93.24,4,56.0,0.452,1.0
1060,0.0698,23.0,7632.0,22.0,0,0.506,915,186093.0,0.561,0,0.00011499999999999999,8,0.11599999999999999,-5.4170000000000025,0,0.0332,118.95299999999999,3,13.0,0.514,0.0
1061,0.106,59.0,2907049.0,75.0,0,0.613,734,221306.0,0.8959999999999999,0,0.000139,0,0.3,-6.6960000000000015,1,0.0287,147.575,4,27.0,0.9329999999999999,0.0
1062,4.47e-05,73.0,2060450.0,75.0,0,0.516,227,241346.0,0.966,0,0.0,8,0.302,-3.2230000000000003,1,0.0765,116.993,4,55.0,0.414,0.0
1063,0.289,62.0,673458.0,68.0,0,0.546,466,250666.0,0.426,0,0.0,2,0.0866,-6.712999999999999,1,0.032,144.697,4,45.0,0.336,0.0
1064,0.0172,82.0,16043000.0,89.0,1,0.45,1088,271106.0,0.638,0,0.4320000000000001,5,0.141,-5.795,1,0.0273,96.988,3,63.0,0.292,1.0
1065,0.252,74.0,2070030.0,77.0,0,0.509,192,61560.0,0.535,0,0.10400000000000001,11,0.303,-17.43,1,0.5760000000000001,81.363,3,45.0,0.0953,0.0
1066,0.0327,56.0,131289.0,61.0,0,0.685,1165,409626.0,0.508,0,0.0796,1,0.11,-9.254,1,0.0312,113.012,4,38.0,0.316,0.0
1067,0.0479,62.0,104641.0,62.0,0,0.442,269,159631.0,0.544,0,0.0468,2,0.4370000000000001,-8.964,1,0.302,94.31,4,41.0,0.154,0.0
1068,0.0755,68.0,1794308.0,72.0,0,0.537,542,247773.0,0.624,0,0.0,0,0.138,-5.8729999999999976,1,0.0288,135.987,4,51.0,0.46799999999999997,0.0
1069,0.0122,,171948.0,71.0,0,0.79,785,207640.0,0.674,1,0.0004440000000000001,1,0.113,-9.943,1,0.0566,101.996,4,59.0,0.199,0.0
1070,0.0929,65.0,305959.0,64.0,0,0.807,577,268440.0,0.521,0,0.0005690000000000001,2,0.0615,-7.379,1,0.0357,119.986,4,50.0,0.449,0.0
1071,0.344,63.0,152257.0,67.0,1,0.489,661,176146.0,0.637,0,0.0,1,0.17600000000000002,-5.013999999999999,1,0.0402,170.157,4,65.0,0.345,3.0
1072,0.0202,,285835.0,70.0,0,0.758,81,132000.0,0.647,0,0.0,3,0.103,-4.2810000000000015,1,0.0307,122.976,4,30.0,0.858,0.0
1073,0.0842,,430297.0,76.0,0,0.654,172,211586.0,0.8490000000000001,0,0.0,10,0.124,-5.319,0,0.277,143.878,4,31.0,0.266,0.0
1074,3.98e-05,70.0,2060450.0,75.0,0,0.47600000000000003,1252,181666.0,0.907,0,4.32e-06,7,0.353,-3.938,1,0.0593,96.515,4,55.0,0.303,0.0
1075,0.00474,66.0,1267453.0,71.0,0,0.426,514,259146.0,0.996,1,2.37e-06,5,0.24100000000000002,-4.152,0,0.1,98.458,4,40.0,0.0816,0.0
1076,0.0030399999999999997,65.0,1021122.0,70.0,0,0.433,976,240000.0,0.985,1,0.0,4,0.0812,-3.115,0,0.165,107.539,4,48.0,0.125,0.0
1077,0.0042,73.0,1300465.0,74.0,0,0.445,1074,247240.0,0.847,0,0.0875,2,0.207,-6.6320000000000014,1,0.0435,143.773,4,52.0,0.44799999999999995,0.0
1078,0.00176,59.0,889370.0,70.0,0,0.623,850,188214.0,0.8079999999999999,0,5.5399999999999985e-05,1,0.213,-3.1189999999999998,1,0.0332,100.027,4,47.0,0.34299999999999997,0.0
1079,0.00395,21.0,1083.0,14.0,0,0.303,551,211233.0,0.943,0,0.00249,8,0.255,-2.548,1,0.0572,92.12700000000001,4,7.0,0.626,0.0
1080,0.0912,,637181.0,70.0,0,0.67,46,231536.0,0.818,0,3.26e-06,7,0.28800000000000003,-3.873,1,0.114,80.001,4,44.0,0.476,0.0
1081,0.0224,90.0,5366981.0,88.0,1,0.517,157,177800.0,0.955,0,0.0,10,0.364,-1.848,0,0.16699999999999998,132.951,4,68.0,0.61,2.0
1082,0.00563,57.0,778788.0,66.0,1,0.639,626,189493.0,0.76,0,0.0,0,0.6679999999999999,-5.402,1,0.0317,123.089,4,54.0,0.877,2.0
1083,0.0603,62.0,104641.0,62.0,0,0.441,269,163283.0,0.741,0,5.08e-05,6,0.299,-6.73,0,0.35100000000000003,94.488,4,42.0,0.442,0.0
1084,0.29100000000000004,35.0,14357.0,39.0,0,0.44299999999999995,712,225973.0,0.631,0,5.42e-06,5,0.11699999999999999,-4.11,0,0.0318,114.084,4,21.0,0.24,0.0
1085,0.253,26.0,3658.0,24.0,0,0.301,1286,185253.0,0.6729999999999999,0,3.61e-06,2,0.114,-3.9389999999999996,1,0.0391,178.801,3,13.0,0.434,0.0
1086,0.00251,72.0,167210.0,69.0,0,0.529,164,231213.0,0.6859999999999999,0,0.0965,4,0.22,-5.869,0,0.0579,144.033,4,58.0,0.11599999999999999,0.0
1087,0.64,59.0,2023942.0,73.0,0,0.348,381,243613.0,0.785,0,0.00028199999999999997,4,0.514,-3.733,0,0.049,150.20600000000005,4,41.0,0.248,0.0
1088,0.35700000000000004,,430298.0,76.0,0,0.5660000000000001,1180,291812.0,0.586,1,0.0,1,0.425,-6.7410000000000005,1,0.8270000000000001,174.262,4,50.0,0.619,0.0
1089,0.20600000000000002,53.0,284672.0,60.0,0,0.852,1329,144320.0,0.733,0,0.00013000000000000002,11,0.313,-4.521,1,0.0469,138.042,4,37.0,0.934,0.0
1090,0.0417,80.0,811584.0,76.0,1,0.8009999999999999,528,163253.0,0.795,0,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,82.0,0.754,79.0
1091,0.158,,32415.0,46.0,0,0.453,263,228771.0,0.961,1,0.0,6,0.611,-2.507,1,0.307,84.31,4,36.0,0.608,0.0
1092,0.0019100000000000002,84.0,5366985.0,88.0,1,0.531,1046,171520.0,0.825,0,0.0,7,0.32899999999999996,-5.332999999999998,0,0.0545,156.071,4,67.0,0.8240000000000001,3.0
1093,0.00851,57.0,1058662.0,73.0,0,0.652,934,215000.0,0.8109999999999999,0,2.15e-06,9,0.11,-5.9479999999999995,1,0.0336,115.992,4,43.0,0.507,0.0
1094,0.0332,74.0,2070030.0,77.0,0,0.557,192,216360.0,0.847,0,0.0,10,0.631,-3.511,1,0.0394,128.04399999999998,4,59.0,0.67,0.0
1095,0.15,68.0,428874.0,75.0,0,0.708,220,268560.0,0.946,0,0.25,10,0.0955,-4.694,0,0.0512,112.016,4,51.0,0.402,0.0
1096,0.0413,,19881.0,41.0,0,0.715,34,175962.0,0.7040000000000001,1,0.0,0,0.416,-6.422999999999999,1,0.0687,97.974,4,9.0,0.6509999999999999,0.0
1097,0.379,92.0,10576298.0,89.0,0,0.73,52,240266.0,0.4270000000000001,0,0.000309,11,0.0893,-9.834,0,0.138,149.45,3,76.0,0.392,0.0
1098,0.789,79.0,410666.0,0.0,0,0.299,654,196040.0,0.218,0,0.00042300000000000004,10,0.11199999999999999,-11.045,1,0.0309,171.87,4,64.0,0.214,0.0
1099,3.28e-05,62.0,8739025.0,83.0,1,0.16899999999999998,738,350644.0,0.978,0,0.00395,4,0.0567,-3.37,0,0.0657,179.035,4,53.0,0.38,16.0
1100,0.303,69.0,3655984.0,80.0,0,0.541,932,220609.0,0.847,0,0.271,11,0.109,-6.52,1,0.0297,148.937,4,59.0,0.62,0.0
1101,0.000766,66.0,250495.0,63.0,0,0.613,738,199986.0,0.754,1,4.31e-05,1,0.282,-6.2170000000000005,1,0.0354,128.97899999999998,4,41.0,0.298,0.0
1102,0.0437,37.0,552751.0,68.0,0,0.6759999999999999,864,237070.0,0.762,0,0.00827,7,0.122,-6.452999999999999,0,0.0363,120.042,4,42.0,0.389,0.0
1103,0.00373,58.0,1879733.0,73.0,0,0.55,990,228426.0,0.963,0,0.0625,4,0.21100000000000002,-4.088,1,0.055999999999999994,144.013,4,43.0,0.6679999999999999,0.0
1104,0.00101,72.0,3015787.0,87.0,1,0.47,808,175880.0,0.7490000000000001,0,0.0,11,0.308,-3.9930000000000003,0,0.0324,85.046,4,57.0,0.34600000000000003,19.0
1105,0.000576,59.0,165137.0,60.0,0,0.546,1032,389920.0,0.9079999999999999,0,0.0468,7,0.11599999999999999,-5.251,1,0.0622,120.01700000000001,4,32.0,0.105,0.0
1106,0.00483,69.0,318407.0,67.0,0,0.552,52,286093.0,0.922,0,0.00155,3,0.0879,-4.802,1,0.0524,124.947,3,53.0,0.462,0.0
1107,7.36e-05,,6.0,60.0,0,0.234,64,230160.0,0.932,0,0.898,10,0.0463,-4.927,0,0.108,189.925,3,43.0,0.545,0.0
1108,0.000213,74.0,2455939.0,80.0,1,0.23800000000000002,1193,252002.0,0.9670000000000001,0,1.18e-06,4,0.26,-2.602,0,0.136,170.128,4,58.0,0.58,20.0
1109,0.0014,70.0,2340602.0,75.0,0,0.593,556,168286.0,0.9209999999999999,0,2.42e-05,4,0.256,-6.831,0,0.121,112.865,4,40.0,0.441,0.0
1110,0.0324,76.0,3631190.0,80.0,1,0.649,150,162626.0,0.883,0,0.0185,7,0.0658,-5.058,1,0.0306,135.141,4,68.0,0.779,3.0
1111,0.000981,61.0,2627914.0,74.0,0,0.444,766,268586.0,0.9279999999999999,0,0.17800000000000002,9,0.314,-4.996,1,0.0933,92.24600000000001,4,41.0,0.349,0.0
1112,0.8140000000000001,65.0,624012.0,67.0,0,0.555,885,316440.0,0.306,0,0.0,11,0.187,-8.766,1,0.0311,110.51100000000001,4,59.0,0.272,0.0
1113,0.0107,80.0,10725702.0,86.0,1,0.645,556,225546.0,0.688,0,0.0,11,0.18600000000000005,-4.749,1,0.0341,139.957,4,64.0,0.433,2.0
1114,0.255,79.0,967558.0,82.0,0,0.804,514,216749.0,0.799,0,1.85e-06,0,0.08199999999999999,-5.937,1,0.179,95.022,4,63.0,0.5379999999999999,0.0
1115,0.386,80.0,4686994.0,84.0,0,0.38799999999999996,10,276780.0,0.371,0,0.000593,11,0.121,-10.096,1,0.0405,137.69299999999998,4,63.0,0.0958,0.0
1116,0.22899999999999998,40.0,7756.0,39.0,0,0.628,972,144519.0,0.847,1,0.0,10,0.395,-6.37,0,0.204,99.919,4,45.0,0.635,0.0
1117,0.0205,,2676525.0,74.0,0,0.409,270,234866.0,0.716,0,0.8059999999999999,1,0.157,-9.863,0,0.141,158.804,4,49.0,0.474,0.0
1118,0.8079999999999999,73.0,5490985.0,80.0,0,0.428,437,220973.0,0.259,0,0.0278,11,0.221,-16.823,0,0.0338,173.928,4,52.0,0.349,0.0
1119,0.00148,67.0,3194209.0,78.0,0,0.588,528,208604.0,0.978,0,7.43e-05,1,0.11,-4.274,0,0.0742,107.02799999999999,4,50.0,0.455,0.0
1120,0.598,70.0,1873079.0,77.0,0,0.598,80,184678.0,0.456,0,0.0,2,0.187,-9.544,1,0.0284,116.954,4,51.0,0.461,0.0
1121,0.024,,1528840.0,79.0,0,0.621,487,188571.0,0.772,0,0.0,7,0.0976,-4.11,1,0.0581,97.924,4,49.0,0.502,0.0
