,acousticness,album_id,album_name,album_popularity,analysis_url,artist,artist_followers,artist_id,artist_popularity,danceability,duration,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,n_markets,record_label,release_date,speechiness,tempo,time_signature,track_id,track_name,track_popularity,valence,weeks
0,7.31e-05,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/1OA2d84wOUeYfTtuJmO6Zn,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.491,211280.0,211280.0,0.941,0.0,0.0126,1.0,0.313,-3.234,1.0,78.0,Mascot Records,2017-10-27,0.0475,103.178,4.0,1OA2d84wOUeYfTtuJmO6Zn,The Messenger,41.0,0.362,0.0
1,0.000106,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/0uyDAijTR0tOuH24hxDhE5,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.444,169520.0,169520.0,0.865,0.0,1.55e-05,11.0,0.0366,-2.433,1.0,78.0,Mascot Records,2017-10-27,0.0464,188.036,4.0,0uyDAijTR0tOuH24hxDhE5,Novacaine,58.0,0.74,3.0
2,4e-05,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/5vhT2fcFXcRPnJPQA0m1fv,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.388,214133.0,214133.0,0.924,0.0,0.105,1.0,0.31,-2.502,1.0,78.0,Mascot Records,2017-10-27,0.0674,177.971,4.0,5vhT2fcFXcRPnJPQA0m1fv,Burnout,52.0,0.628,0.0
3,0.00152,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/3kBxK3O3nY0l2RThryJGTa,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.441,214413.0,214413.0,0.905,0.0,0.0,1.0,0.0739,-2.728,0.0,78.0,Mascot Records,2017-10-27,0.0403,147.889,4.0,3kBxK3O3nY0l2RThryJGTa,Catacombs,36.0,0.233,0.0
4,0.00021,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/3nTFu6i6p4KxeEkKwlrmnV,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.522,247986.0,247987.0,0.947,0.0,9.3e-05,6.0,0.317,-3.087,1.0,78.0,Mascot Records,2017-10-27,0.0554,130.037,4.0,3nTFu6i6p4KxeEkKwlrmnV,Ghosts,37.0,0.563,0.0
5,0.00101,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/2yfVbh5MAE80YBOc1Qdj7r,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.453,190853.0,190853.0,0.923,0.0,0.000958,1.0,0.121,-3.001,1.0,78.0,Mascot Records,2017-10-27,0.0365,140.055,4.0,2yfVbh5MAE80YBOc1Qdj7r,Blood Red Sky,33.0,0.2,0.0
6,0.00028,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/1ldzuczA6CF8x0m6hhQF2n,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.512,254506.0,254507.0,0.885,0.0,1.46e-05,6.0,0.102,-2.89,1.0,78.0,Mascot Records,2017-10-27,0.0359,94.025,4.0,1ldzuczA6CF8x0m6hhQF2n,Phantoms,34.0,0.567,0.0
7,0.000107,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/0OphUNzFrzNPL5WXNXOikr,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.397,237240.0,237240.0,0.931,0.0,7.16e-05,1.0,0.327,-3.267,1.0,78.0,Mascot Records,2017-10-27,0.0586,159.965,3.0,0OphUNzFrzNPL5WXNXOikr,Vampires,33.0,0.589,0.0
8,0.00054,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/6jliZpp5e3yE3C2WQdWphW,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.473,233680.0,233680.0,0.956,0.0,1.09e-05,8.0,0.147,-3.721,0.0,78.0,Mascot Records,2017-10-27,0.067,158.015,4.0,6jliZpp5e3yE3C2WQdWphW,Halos,35.0,0.469,0.0
9,0.00293,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/1nUK0ruxCc4VztXzfozwFA,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.48,218253.0,218253.0,0.807,0.0,2.65e-06,3.0,0.048,-3.91,0.0,78.0,Mascot Records,2017-10-27,0.0366,149.889,3.0,1nUK0ruxCc4VztXzfozwFA,Lucky You,40.0,0.341,0.0
10,0.000657,6bFbVc6Ozp6OEk7ueSqCxo,(how to live) AS GHOSTS,58.0,https://api.spotify.com/v1/audio-analysis/7MeWdQPHcVBnf3jbYHo6PF,10 Years,258651.0,0REMf7H0VP6DwfZ9MbuWph,60.0,0.433,242826.0,242827.0,0.851,0.0,0.00278,1.0,0.0667,-3.647,0.0,78.0,Mascot Records,2017-10-27,0.0363,152.02,3.0,7MeWdQPHcVBnf3jbYHo6PF,Insomnia,35.0,0.378,0.0
11,0.00869,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/3jdo9L1HZ17JJ3TTWq0v6R,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.573,166813.0,166813.0,0.958,0.0,6.99e-06,0.0,0.191,-4.081,1.0,78.0,Universal Records,2016-03-11,0.0879,140.041,4.0,3jdo9L1HZ17JJ3TTWq0v6R,The Broken,48.0,0.691,0.0
12,0.0251,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/1ILnhyARReabVz7U2oDQMm,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.598,223680.0,223680.0,0.947,0.0,0.0266,7.0,0.328,-3.329,1.0,78.0,Universal Records,2016-03-11,0.0435,106.014,4.0,1ILnhyARReabVz7U2oDQMm,In The Dark,52.0,0.729,8.0
13,0.000346,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/6cJRjKolnLTz0Q0TbwJaSv,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.429,161946.0,161947.0,0.961,0.0,0.486,11.0,0.203,-4.24,0.0,78.0,Universal Records,2016-03-11,0.0537,169.935,4.0,6cJRjKolnLTz0Q0TbwJaSv,Still Alive,44.0,0.622,0.0
14,0.000127,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/2vDflaiQf8eK92Yyyte790,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.471,201973.0,201973.0,0.956,0.0,0.0111,2.0,0.144,-4.063,1.0,78.0,Universal Records,2016-03-11,0.0495,150.037,4.0,2vDflaiQf8eK92Yyyte790,Believe It,40.0,0.529,0.0
15,0.00373,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/3irFKykZfYkMcSl6y0O3dt,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.55,228426.0,228427.0,0.963,0.0,0.0625,4.0,0.211,-4.088,1.0,78.0,Universal Records,2016-03-11,0.056,144.013,4.0,3irFKykZfYkMcSl6y0O3dt,Living In Your Hell,43.0,0.668,0.0
16,0.0054,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/7FXXsaAduHbsNewEMImm6G,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.21,225760.0,225760.0,0.748,0.0,2.14e-05,9.0,0.13,-6.144,0.0,78.0,Universal Records,2016-03-11,0.0322,159.103,5.0,7FXXsaAduHbsNewEMImm6G,Inside Of Me,43.0,0.327,0.0
17,0.00528,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/7KgNswfl7qaszQeyRKz4zP,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.664,204693.0,204693.0,0.904,0.0,7.91e-05,9.0,0.266,-4.078,0.0,78.0,Universal Records,2016-03-11,0.0331,124.008,4.0,7KgNswfl7qaszQeyRKz4zP,I Don't Wanna Know,43.0,0.814,0.0
18,0.0458,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/0sRrj1NwBTk8ldxl1lg7NC,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.526,218146.0,218147.0,0.597,0.0,0.0,7.0,0.0832,-6.586,1.0,78.0,Universal Records,2016-03-11,0.0254,145.993,4.0,0sRrj1NwBTk8ldxl1lg7NC,Pieces Of Me,40.0,0.235,0.0
19,0.00257,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/0jk9W6CRI2Yv0UGzfUEL00,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.569,167213.0,167213.0,0.926,0.0,0.0027,7.0,0.148,-4.976,1.0,78.0,Universal Records,2016-03-11,0.0518,140.019,4.0,0jk9W6CRI2Yv0UGzfUEL00,Love Is A Lie,44.0,0.801,0.0
20,0.00069,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/3MrQSlobBHpiQ8LJfER1Xf,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.533,239866.0,239867.0,0.912,0.0,0.00398,2.0,0.0806,-4.454,1.0,78.0,Universal Records,2016-03-11,0.0417,119.972,4.0,3MrQSlobBHpiQ8LJfER1Xf,Us And The Night,43.0,0.651,0.0
21,0.00744,01zrTZowtMtqYutWzzDgds,Us And The Night,58.0,https://api.spotify.com/v1/audio-analysis/2fkbKErieGDPE2j0rbh3VC,3 Doors Down,1879733.0,2RTUTCvo6onsAnheUk3aL9,73.0,0.539,236093.0,236093.0,0.659,0.0,0.000459,0.0,0.0956,-6.139,1.0,78.0,Universal Records,2016-03-11,0.0288,155.942,4.0,2fkbKErieGDPE2j0rbh3VC,Fell From The Moon,42.0,0.286,0.0
22,0.0319,454zthLHgaSnGv7RF8cs8y,Too Much To Think,42.0,https://api.spotify.com/v1/audio-analysis/2PLYcGGNuQkXknEQbqT2qC,311,413814.0,41Q0HrwWBtuUkJc7C1Rp6K,64.0,0.583,234451.0,234451.0,0.9,0.0,3.84e-06,3.0,0.151,-6.085,1.0,78.0,BMG Rights Management (US) LLC,2017-03-10,0.0458,147.01,4.0,2PLYcGGNuQkXknEQbqT2qC,Too Much To Think,46.0,0.867,1.0
23,7.69e-05,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/4iUFYqWo9l1BpOZAHsR7zf,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.549,213817.0,213818.0,0.995,0.0,0.0,4.0,0.12,-4.141,1.0,78.0,ADTR Records,2016-09-02,0.17,128.083,4.0,4iUFYqWo9l1BpOZAHsR7zf,Bad Vibrations,53.0,0.0602,2.0
24,4.82e-05,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/3HhaSocKwTptze7PySNZlW,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.409,200676.0,200677.0,0.992,0.0,2.03e-06,3.0,0.1,-2.803,0.0,78.0,ADTR Records,2016-09-02,0.108,149.859,4.0,3HhaSocKwTptze7PySNZlW,Paranoia,63.0,0.344,8.0
25,0.000124,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/2RgUp8wGi8bpELvHJpRDWD,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.351,199390.0,199391.0,0.979,0.0,3.46e-06,0.0,0.255,-3.621,1.0,78.0,ADTR Records,2016-09-02,0.132,174.734,4.0,2RgUp8wGi8bpELvHJpRDWD,Naivety,53.0,0.333,1.0
26,0.000233,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/4NTXBPFmZIB2KcTQ6DIVC0,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.38,218123.0,218123.0,0.985,0.0,1.52e-05,6.0,0.256,-4.157,1.0,78.0,ADTR Records,2016-09-02,0.179,110.555,4.0,4NTXBPFmZIB2KcTQ6DIVC0,Exposed,48.0,0.263,0.0
27,0.000148,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/1wxatjgEEte0f0XrP1HXAj,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.356,275550.0,275550.0,0.954,0.0,0.0,8.0,0.0521,-3.543,1.0,78.0,ADTR Records,2016-09-02,0.109,160.401,4.0,1wxatjgEEte0f0XrP1HXAj,Bullfight,56.0,0.249,0.0
28,0.00235,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/48vkclgG3Fmbvrln1RqtDh,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.214,237090.0,237091.0,0.912,0.0,0.00233,11.0,0.265,-5.996,0.0,78.0,ADTR Records,2016-09-02,0.108,168.111,4.0,48vkclgG3Fmbvrln1RqtDh,Reassemble,48.0,0.0679,0.0
29,0.000487,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/1n0kky8rXeLrPx1y0cPT2o,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.376,238020.0,238020.0,0.894,0.0,0.00132,5.0,0.105,-5.305,0.0,78.0,ADTR Records,2016-09-02,0.0775,126.287,4.0,1n0kky8rXeLrPx1y0cPT2o,Justified,48.0,0.0433,0.0
30,0.000308,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/6SRMpCmXRkpdF9fTxHUd0w,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.365,229400.0,229401.0,0.972,0.0,0.0,10.0,0.221,-4.461,1.0,78.0,ADTR Records,2016-09-02,0.136,135.045,4.0,6SRMpCmXRkpdF9fTxHUd0w,We Got This,53.0,0.291,1.0
31,0.0013,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/1XIps6jwikt2WSLHdPfAaM,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.379,184990.0,184990.0,0.877,0.0,0.000457,0.0,0.0666,-5.537,0.0,78.0,ADTR Records,2016-09-02,0.0909,176.195,4.0,1XIps6jwikt2WSLHdPfAaM,Same About You,54.0,0.39,0.0
32,0.000222,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/5Aioyy2Ar0cvuCy9wtsfiO,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.423,226165.0,226165.0,0.961,0.0,0.0,5.0,0.375,-4.37,0.0,78.0,ADTR Records,2016-09-02,0.0969,154.958,4.0,5Aioyy2Ar0cvuCy9wtsfiO,Turn Off The Radio,47.0,0.317,0.0
33,0.184,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/3mB1IHTguT3ozqtuHnSh1n,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.248,282970.0,282971.0,0.653,0.0,0.000128,11.0,0.118,-8.018,0.0,78.0,ADTR Records,2016-09-02,0.0453,115.056,4.0,3mB1IHTguT3ozqtuHnSh1n,Forgive and Forget,48.0,0.0853,0.0
34,6.29e-05,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/3TIcp0jPXDzopMjSiQv2ot,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.481,217028.0,217028.0,0.941,0.0,1.83e-05,0.0,0.12,-4.319,1.0,78.0,ADTR Records,2016-09-02,0.051,134.895,4.0,3TIcp0jPXDzopMjSiQv2ot,Negative Space,45.0,0.168,0.0
35,0.000178,5rSgMFmmuaKQxma4bSEviU,Bad Vibrations (Deluxe Edition),67.0,https://api.spotify.com/v1/audio-analysis/2aisqTM9SHI9OzZrHv2scp,A Day To Remember,1288258.0,4NiJW4q9ichVqL1aUsgGAN,72.0,0.49,202243.0,202243.0,0.927,0.0,4.27e-05,4.0,0.106,-3.815,0.0,78.0,ADTR Records,2016-09-02,0.044,160.945,4.0,2aisqTM9SHI9OzZrHv2scp,In Florida,46.0,0.635,0.0
36,0.437,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/7gc71e0SFEdFoJnKNskWCd,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.415,313640.0,313640.0,0.527,0.0,0.0726,0.0,0.106,-8.8,1.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.0332,200.008,4.0,7gc71e0SFEdFoJnKNskWCd,Eat The Elephant,55.0,0.33,0.0
37,0.155,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/1O9DWF3578RHMxZg2nLPeM,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.227,353707.0,353708.0,0.634,0.0,0.00029,5.0,0.345,-6.347,1.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.04,81.918,4.0,1O9DWF3578RHMxZg2nLPeM,Disillusioned,59.0,0.152,2.0
38,0.0285,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/6kHFFUgDXeJhX0jcif2op1,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.496,238533.0,238533.0,0.682,0.0,0.00929,2.0,0.133,-5.379,0.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.0345,119.933,4.0,6kHFFUgDXeJhX0jcif2op1,The Contrarian,54.0,0.175,0.0
39,0.0477,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/44OUZyiPnJc4pOZw4J6pid,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.367,281780.0,281781.0,0.903,1.0,0.00124,4.0,0.235,-5.956,0.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.175,106.329,3.0,44OUZyiPnJc4pOZw4J6pid,The Doomed,60.0,0.239,7.0
40,0.00144,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/4R5kwDx0ryIMiK2PKqbNVY,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.5,266093.0,266093.0,0.873,0.0,0.0613,2.0,0.0715,-3.869,1.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.0369,130.048,4.0,4R5kwDx0ryIMiK2PKqbNVY,"So Long, And Thanks For All The Fish",58.0,0.325,1.0
41,0.00138,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/3sPpTsMNzlyJJx9LLJFT0e,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.406,255806.0,255806.0,0.738,1.0,0.0117,9.0,0.154,-4.64,1.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.0439,150.886,3.0,3sPpTsMNzlyJJx9LLJFT0e,TalkTalk,60.0,0.31,2.0
42,0.0012,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/1gv7dUAsupITkccwEqkJqM,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.212,304906.0,304907.0,0.641,0.0,0.104,9.0,0.119,-5.453,0.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.036,91.569,3.0,1gv7dUAsupITkccwEqkJqM,By And Down The River,54.0,0.049,0.0
43,0.000129,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/1FEguBjPAhX5Go3nJQVrJy,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.316,229506.0,229507.0,0.833,0.0,0.0809,4.0,0.638,-2.748,1.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.0703,148.114,3.0,1FEguBjPAhX5Go3nJQVrJy,Delicious,51.0,0.186,0.0
44,0.887,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/5R4Ab6YztgNL2rECssnwwQ,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.533,126746.0,126747.0,0.183,0.0,0.843,3.0,0.11,-17.144,1.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.0369,88.121,4.0,5R4Ab6YztgNL2rECssnwwQ,DLB,49.0,0.117,0.0
45,0.0153,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/2PIXt4s3wcT1e7mjgVUHeE,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.502,314333.0,314333.0,0.721,0.0,0.214,2.0,0.0827,-5.555,0.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.051,76.954,4.0,2PIXt4s3wcT1e7mjgVUHeE,Hourglass,53.0,0.167,0.0
46,0.0161,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/26aVyDKN3MDAMoyO3VDB3g,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.398,348320.0,348320.0,0.733,0.0,0.000928,7.0,0.0687,-2.707,1.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.0378,134.096,3.0,26aVyDKN3MDAMoyO3VDB3g,Feathers,52.0,0.205,0.0
47,0.597,3Jr1RhAyndBxtyi8rJs3Op,Eat The Elephant,69.0,https://api.spotify.com/v1/audio-analysis/17vSdpQJmAskoex4ATpz69,A Perfect Circle,733172.0,4DFhHyjvGYa9wxdHUjtDkc,68.0,0.752,400640.0,400640.0,0.546,0.0,0.809,11.0,0.0528,-10.192,0.0,78.0,BMG Rights Management (US) LLC,2018-04-20,0.0333,83.96,4.0,17vSdpQJmAskoex4ATpz69,Get The Lead Out,51.0,0.276,0.0
48,0.0646,1fxAZZDF1whhrPcNmEPHlt,Cross My Mind: The Mixtape,62.0,https://api.spotify.com/v1/audio-analysis/6JsfvqClYnc2R5yZ67C2ch,A R I Z O N A,174403.0,7hOGhpa8RMSuDOWntGIAJt,72.0,0.632,217793.0,217793.0,0.805,0.0,5.83e-05,0.0,0.161,-5.188,1.0,78.0,Atlantic Records,2017-08-18,0.045,93.009,4.0,6JsfvqClYnc2R5yZ67C2ch,Cross My Mind Pt. 2 (feat. Kiiara),66.0,0.429,0.0
49,0.00186,1fxAZZDF1whhrPcNmEPHlt,Cross My Mind: The Mixtape,62.0,https://api.spotify.com/v1/audio-analysis/6aYUgbUHmtqcyeGfsp0EU4,A R I Z O N A,174403.0,7hOGhpa8RMSuDOWntGIAJt,72.0,0.571,262328.0,262329.0,0.89,0.0,0.0071,0.0,0.963,-5.381,1.0,78.0,Atlantic Records,2017-08-18,0.0456,92.899,4.0,6aYUgbUHmtqcyeGfsp0EU4,"Cross My Mind - Live From Arizona...the state, not the band",32.0,0.223,0.0
50,0.636,1fxAZZDF1whhrPcNmEPHlt,Cross My Mind: The Mixtape,62.0,https://api.spotify.com/v1/audio-analysis/2TSEOQeIK8jyLVhrowbCK1,A R I Z O N A,174403.0,7hOGhpa8RMSuDOWntGIAJt,72.0,0.508,210680.0,210680.0,0.796,0.0,0.0204,0.0,0.126,-6.131,1.0,78.0,Atlantic Records,2017-08-18,0.0373,179.868,4.0,2TSEOQeIK8jyLVhrowbCK1,Cross My Mind - Writing Demo,35.0,0.445,0.0
51,0.00431,1dzaDo0C4SjXQlHlASP5sD,COLD NIGHTS // SUMMER DAYS,69.0,https://api.spotify.com/v1/audio-analysis/0bf2XtxP5RsUYqWdsjk58H,A R I Z O N A,174403.0,7hOGhpa8RMSuDOWntGIAJt,72.0,0.773,219885.0,219885.0,0.75,0.0,0.000362,0.0,0.437,-3.889,0.0,78.0,Atlantic Records,2018-07-06,0.0502,120.988,4.0,0bf2XtxP5RsUYqWdsjk58H,Summer Days,62.0,0.77,0.0
52,0.121,1dzaDo0C4SjXQlHlASP5sD,COLD NIGHTS // SUMMER DAYS,69.0,https://api.spotify.com/v1/audio-analysis/5boqkVlc0CWhfTjksnpc1X,A R I Z O N A,174403.0,7hOGhpa8RMSuDOWntGIAJt,72.0,0.661,199635.0,199635.0,0.684,0.0,0.00503,6.0,0.157,-6.611,1.0,78.0,Atlantic Records,2018-07-06,0.0512,125.06,4.0,5boqkVlc0CWhfTjksnpc1X,Freaking Out,72.0,0.371,2.0
53,0.371,5k8iqv5tY2xuPLspfa9xBY,I Was Wrong (Remixes),50.0,https://api.spotify.com/v1/audio-analysis/4RNpfZR9Zm7efzuMghkPKb,A R I Z O N A,174403.0,7hOGhpa8RMSuDOWntGIAJt,72.0,0.653,220677.0,220678.0,0.762,0.0,0.00687,6.0,0.0951,-7.111,1.0,78.0,Atlantic Records,2016-10-13,0.0506,117.977,4.0,4RNpfZR9Zm7efzuMghkPKb,I Was Wrong - Robin Schulz Remix,53.0,0.526,0.0
54,0.592,5k8iqv5tY2xuPLspfa9xBY,I Was Wrong (Remixes),50.0,https://api.spotify.com/v1/audio-analysis/221dt3508wExnXIVV21ZCM,A R I Z O N A,174403.0,7hOGhpa8RMSuDOWntGIAJt,72.0,0.786,222439.0,222439.0,0.668,0.0,0.207,6.0,0.0946,-8.236,1.0,78.0,Atlantic Records,2016-10-13,0.0674,122.988,4.0,221dt3508wExnXIVV21ZCM,I Was Wrong - Rami x Jiinio Remix,32.0,0.577,0.0
55,0.0303,5k8iqv5tY2xuPLspfa9xBY,I Was Wrong (Remixes),50.0,https://api.spotify.com/v1/audio-analysis/1Ik677tQ9IwIcKBs4h8IxR,A R I Z O N A,174403.0,7hOGhpa8RMSuDOWntGIAJt,72.0,0.641,307200.0,307200.0,0.936,0.0,0.00476,6.0,0.127,-2.948,1.0,78.0,Atlantic Records,2016-10-13,0.0416,124.98,4.0,1Ik677tQ9IwIcKBs4h8IxR,I Was Wrong - eSQUIRE & Va Mossa Remix,23.0,0.364,0.0
